Rapnet Lot #,Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,BuyNow $/ct,BuyNow rap%,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Sarine Loupe,Report File Name,Report 2 File name,Website Link,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones,Tracr ID,Display Cert Number
171139381,3383,G,Round,0.49,H,SI1,EX,EX,EX,F,,5.05-5.09x3.13,Yes,GIA,6521356282,,,735,-0.51,,,,,61.8,57,M,STK,3.5,Faceted,N,,15.5,36,43,40.6,GIA 6521356282,,"Crystal,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,06-04-2025 00:00,Diamond Dossier,,,FALSE,1,,,1
167977877,3062,G,Round,0.46,G,SI2,EX,EX,EX,F,,4.94-4.97x3.06,Yes,GIA,1518397573,,,705,-0.53,,,,,61.7,56,TN,STK,3.5,Faceted,N,Pointed,15,35,43,40.8,GIA 1518397573,,"Crystal,  Cloud,  Feather",NO BGM SIDE BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1518397573,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,TRUE,0,,,1
170131938,3257,G,Pear,0.7,H,VS1,,EX,EX,F,,8.10x4.92x2.96,Yes,GIA,6522100635,,,1736,-0.38,,,,,60.2,61,STK,TK,,Faceted,N,,,,,,GIA 6522100635,,"Crystal,  Cloud,  Pinpoint",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,None,None,None,,,,India,,,,,,,,,https://thnk-ahhhekdfd9dpapb8.z03.azurefd.net/detail/media/Video/W5vpodT*WXiFr0w*0v2mpg--,,,,,,,,,,,,,,,,,05-10-2025 00:00,Diamond Dossier,,,FALSE,0,,,1
161973179,N-17,G,Round,0.32,D,SI1,EX,EX,EX,N,,4.41-4.43x2.70,Yes,GIA,6492541461,,,884,-0.48,,,,,61.1,60,M,STK,4,Faceted,N,Pointed,14,35.5,43,41,GIA 6492541461,,"Cloud,  Feather",NO BGM PP BLACK / SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,06-04-2024 00:00,Diamond Dossier,,,FALSE,1,,,1
171139378,3377,G,Round,0.31,H,VS1,EX,EX,EX,M,B,4.36-4.39x2.67,Yes,GIA,6521356242,,,735,-0.51,,,,,61.1,58,TN,M,3.5,Faceted,N,,14,34.5,43.5,41,GIA 6521356242,,"Cloud,  Feather,  Needle,  Pinpoint",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,45,None,,,,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,06-04-2025 00:00,Diamond Dossier,,,TRUE,1,,,1
164062340,AK-859,G,Oval,1.5,L,VS2,,EX,VG,F,,9.33x6.19x3.92,Yes,GIA,6501475390,,,1360,-0.6,,,,,63.2,58,TK,XTK,,Faceted,N,,,,,,GIA 6501475390,,"Feather,  Indented Natural,  Needle,  Pinpoint,  Natural,  Extra Facet",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,None,None,None,,,,India,,,,,,,,,164062340_Still.JPG,,,,,,,,,,,,,,,,,09/23/2024 00:00:00,Diamond Grading Report,,,FALSE,0,,,1
167977914,3046,G,Round,0.41,F,VS2,EX,EX,EX,N,,4.77-4.79x2.96,Yes,GIA,6515397527,,,1007,-0.47,,,,,61.9,55,M,M,3.5,Faceted,N,Pointed,15.5,35,43,40.8,GIA 6515397527,,"Crystal,  Feather",NO BGM SIDE BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6515397527,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,TRUE,0,,,1
167977871,3059,G,Round,0.45,H,SI1,EX,VG,EX,N,,4.89-4.93x3.02,Yes,GIA,6515430343,,,705,-0.53,,,,,61.5,58,M,M,3.5,Faceted,N,Pointed,15,35.5,43,40.8,GIA 6515430343,,"Crystal,  Feather",NO GM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6515430343,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,TRUE,0,,,1
167977894,3058,G,Round,0.45,E,SI2,EX,EX,EX,M,B,4.89-4.91x3.06,Yes,GIA,1513395861,,,714,-0.58,,,,,62.5,57,TN,M,3.5,Faceted,N,Pointed,15,35,44,41.4,GIA 1513395861,,Twinning Wisp,NO BGM SIDE BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-1513395861,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,TRUE,0,,,1
167977851,3039,G,Round,0.4,F,SI1,EX,VG,EX,F,,4.78-4.80x2.84,Yes,GIA,2517395697,,,792,-0.56,,,,,59.3,61,M,STK,4,Faceted,N,Pointed,12.5,32.5,43,40.8,GIA 2517395697,,"Crystal,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,45,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2517395697,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,TRUE,0,,,1
169031809,3208,G,Round,0.41,D,SI2,EX,EX,EX,F,,4.81-4.82x2.91,Yes,GIA,6512780378,,,880,-0.511,,,,,60.5,59,M,STK,3.5,Faceted,N,,13.5,33.5,43.5,41,GIA 6512780378,,"Feather,  Crystal",NO BGM /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,None,,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6512780378,,,,,,,,,,,,04-03-2025 00:00,Diamond Dossier,,,TRUE,0,,,1
170683378,3287,G,Round,0.32,G,SI1,EX,EX,EX,N,,4.40-4.43x2.70,Yes,GIA,2526190378,,,770,-0.45,,,,,61.2,56,M,STK,3.5,Faceted,N,,14.5,34,43,40.8,GIA 2526190378,,"Feather,  Crystal,  Cloud",NO BGM PP BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2526190378,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
169031872,3159,G,Round,0.3,K,SI2,EX,EX,EX,N,,4.34-4.36x2.62,Yes,GIA,6515780130,,,540,-0.4,,,,,60.1,59,M,M,3.5,Faceted,N,,13.5,33.5,43,41,GIA 6515780130,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,None,None,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6515780130,,,,,,,,,,,,04-03-2025 00:00,Diamond Dossier,,,TRUE,0,,,1
167977857,3030,G,Round,0.38,D,SI1,EX,EX,EX,N,,4.62-4.65x2.89,Yes,GIA,2514457095,,,867,-0.49,,,,,62.5,56,M,M,3.5,Faceted,N,Pointed,15.5,35,43.5,41.2,GIA 2514457095,,Crystal,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2514457095,,,,,,,,,,,,02/24/2025 00:00:00,Diamond Dossier,,,FALSE,0,,,1
170683444,3373,G,Round,0.65,F,VS2,EX,EX,EX,N,,5.56-5.59x3.44,Yes,GIA,5526188574,,,1464,-0.39,,,,,61.7,57,M,M,3,Faceted,N,,15.5,36,43,40.8,GIA 5526188574,,"Cloud,  Crystal",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5526188574,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170910133,AK-2002,G,Round,0.9,D,SI1,EX,EX,EX,S,B,6.13-6.16x3.86,Yes,GIA,7511895193,,,1789.4,-0.611,,,,,62.8,57,M,STK,3.5,Faceted,N,,16,36.5,43.5,41,GIA 7511895193,,"Crystal,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,None,None,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,04/17/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170683398,3367,G,Round,0.51,E,SI2,EX,EX,EX,N,,5.19-5.20x3.14,Yes,GIA,5526288515,,,1007,-0.47,,,,,60.4,58,M,STK,3.5,Faceted,N,,13.5,32.5,43.5,41.2,GIA 5526288515,,"Feather,  Cloud",NO BGM PP BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5526288515,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170683421,3348,G,Round,0.5,E,VS1,EX,EX,EX,N,,5.09-5.11x3.13,Yes,GIA,7521188531,,,1652,-0.41,,,,,61.4,59,M,STK,4,Faceted,N,,13.5,33.5,44,41.4,GIA 7521188531,,"Cloud,  Needle",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-7521188531,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170683375,3344,G,Round,0.5,D,VS1,EX,EX,EX,N,,5.07-5.09x3.18,Yes,GIA,3525186869,,,1830,-0.39,,,,,62.6,56,M,M,3.5,Faceted,N,,16,36,43.5,41.2,GIA 3525186869,,"Crystal,  Feather,  Cloud,  Pinpoint",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-3525186869,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
148927799,AV-5,G,Emerald,0.91,G,SI2,,EX,VG,F,,6.71x4.63x2.88,Yes,GIA,6455802422,,,1026,-0.62,,,,,62.2,65,M,TK,,Polished,N,Pointed,,,,,GIA 6455802422,,"Twinning Wisp,  Feather",NO BGM / SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,02-10-2023 00:00,Diamond Dossier,,,FALSE,1,,,1
171837224,HK-62,G,Round,6.02,G,VS1,EX,EX,EX,N,,11.51-11.58x7.24,Yes,GIA,5201943251,,,32200,-0.3,,,,,62.7,56,STK,STK,4,Faceted,N,,15.5,35,43,40.8,GIA 5201943251,Additional clouds are not shown. Pinpoints are not shown.,"Crystal,  Cloud,  Needle",,50,None,,,None,None,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,02/27/2020 00:00:00,Diamond Grading Report,,,FALSE,1,,,1
164598520,2820,G,Pear,0.8,K,SI2,,VG,VG,M,B,8.15x5.00x3.10,Yes,GIA,3435445806,,,675,-0.55,,,,,61.9,58,STK,VTK,,Faceted,N,Pointed,,,,,GIA 3435445806,,"Crystal,  Cloud,  Feather",NO BGM PP BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-3435445806,,,,,,,,,,,,05/19/2022 00:00:00,Diamond Dossier,,,FALSE,0,,,1
170683361,3341,G,Round,0.45,I,VS2,EX,EX,EX,N,,4.90-4.91x3.08,Yes,GIA,6525288580,,,742,-0.47,,,,,62.8,57,M,M,3,Faceted,N,,15.5,36,44,41.4,GIA 6525288580,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6525288580,,,,,,,,,,,,05/29/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170683358,3355,G,Round,0.5,F,SI1,EX,EX,EX,S,B,5.09-5.10x3.15,Yes,GIA,5526186845,,,1071,-0.49,,,,,61.8,58,M,STK,3.5,Faceted,N,,14.5,35,43.5,41.2,GIA 5526186845,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5526186845,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170683381,3370,G,Round,0.55,G,VS2,EX,EX,EX,F,,5.32-5.33x3.17,Yes,GIA,5523186584,,,1219,-0.47,,,,,59.6,60,M,STK,3.5,Faceted,N,,13,33,43,41,GIA 5523186584,,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-5523186584,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
170910127,AK-2008,G,Round,0.5,D,VS2,EX,EX,EX,F,,5.14-5.16x3.08,Yes,GIA,6522135287,,,1242,-0.54,,,,,59.7,60,M,STK,4,Faceted,N,,13,33,43,40.8,GIA 6522135287,,"Feather,  Crystal",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,None,None,None,None,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,05/14/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
169031869,3148,G,Round,0.3,G,VS1,EX,EX,EX,M,B,4.28-4.30x2.66,Yes,GIA,6515781795,,,768,-0.52,,,,,62,58,M,STK,3.5,Faceted,N,,15,35.5,43.5,41,GIA 6515781795,,Manufacturing Remnant,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,55,None,None,None,None,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-6515781795,,,,,,,,,,,,04-03-2025 00:00,Diamond Dossier,,,TRUE,0,,,1
167977897,3069,NA,Round,0.5,G,SI2,EX,VG,EX,F,,5.08-5.11x3.18,Yes,GIA,2514397568,,,799,-0.53,,,,,62.4,56,M,M,3.5,Faceted,N,Pointed,15.5,35,43.5,41,GIA 2514397568,,"Twinning Wisp,  Feather",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,None,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-2514397568,,,,,,,,,,,,02/18/2025 00:00:00,Diamond Dossier,,,TRUE,0,,,1
168922446,AK-1087,G,Oval,1,F,SI2,,VG,VG,F,,7.97x5.46x3.52,Yes,GIA,7516799594,,,2065,-0.41,,,,,64.5,56,TK,VTK,,Faceted,N,,,,,,GIA 7516799594,Surface graining is not shown.,Feather,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,None,None,None,None,,,,India,,,,,,,,,168922446_Still.JPG,https://ds-360.jaykar.co.in/ds_360.php?q=SllLMjJEMjU1MTUzMQ&chk=QWxs,,,,,,,,,,,,,,,,04-07-2025 00:00,Diamond Grading Report,,,FALSE,1,,,1
169672354,3245,G,Oval,1.5,H,VS1,,EX,EX,S,,9.26x6.59x3.86,Yes,HRD,2.5E+11,,,2923,-0.63,,,,,58.6,63,,,,Polished,N,Pointed,,,,,YES,,,NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,None,None,None,,,,India,,,,,,,,,https://thnk-ahhhekdfd9dpapb8.z03.azurefd.net/detail/media/Video/PFn2j2geiaABOEYCyn3F6g--,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,1
170683438,3285,G,Round,0.32,E,VS2,EX,EX,EX,N,,4.39-4.41x2.71,Yes,GIA,7528188625,,,1020,-0.4,,,,,61.7,56,M,M,3,Faceted,N,,16,36,42.5,40.6,GIA 7528188625,,"Feather,  Crystal",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,50,None,,,,None,,,,India,,,,,,,,,,,,,,https://nivoda-inhousemedia.s3.amazonaws.com/inhouse-360-7528188625,,,,,,,,,,,,05/21/2025 00:00:00,Diamond Dossier,,,TRUE,1,,,1
169672360,3247,G,Oval,1.2,G,VVS2,,EX,VG,S,B,8.02x5.89x3.81,Yes,GIA,6512995655,,,3306,-0.43,,,,,64.6,61,TK,VTK,,Faceted,N,,,,,,GIA 6512995655,Clarity grade is based on internal graining that is not shown.,"Pinpoint,  Extra Facet",NO BGM NO BLACK /  SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,None,None,None,,,,India,,,,,,,,,https://thnk-ahhhekdfd9dpapb8.z03.azurefd.net/detail/media/Video/w2N0qSXnV9O%2540l0P833F*9g--,,,,,,,,,,,,,,,,,04/30/2025 00:00:00,Diamond Grading Report,,,FALSE,0,,,1
138512452,AV-01,G,Round,5.14,,I3,VG,VG,VG,,,0.00-0.00x0.00,Yes,NONE,,,,1000,,,,,,,,,,,Faceted,N,Pointed,,,,,,,,SKYPE : sanghaviharshil927 WECHAT : harshilsanghavi  WHATSAPP/CALL : +91 9408960540,,None,,,,None,Brown - Brown,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,1,,,1
